id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
34150,7,6,6,4,5,6,7,5,8,7,5,6,6,7,2,6,8,2,7,4,0.58
34151,6,6,7,7,6,8,5,4,5,5,7,6,4,6,4,7,8,5,5,6,0.605
34152,3,3,6,5,2,4,3,2,4,4,2,4,4,4,3,5,2,4,4,4,0.35
34153,5,3,6,3,4,8,6,8,7,5,3,4,5,5,4,7,2,2,7,4,0.485
34154,9,4,2,5,8,5,5,6,5,7,7,6,5,4,4,3,8,3,4,5,0.535
34155,5,5,7,5,6,7,8,3,7,3,5,2,2,5,5,1,2,3,6,7,0.445
34156,9,4,4,7,5,6,0,5,6,5,4,5,4,10,7,4,4,6,2,7,0.525
34157,5,5,6,5,1,8,5,2,3,3,1,5,6,8,10,6,1,7,7,4,0.49
34158,7,7,7,4,6,7,6,4,3,5,8,6,4,3,4,4,5,4,4,6,0.55
34159,5,7,3,1,3,4,4,2,5,3,4,3,6,5,5,3,2,6,4,8,0.405
34160,3,3,6,4,7,4,4,5,5,3,6,8,6,4,4,2,2,7,6,5,0.445
34161,6,4,6,6,8,4,4,5,5,5,2,4,4,4,9,6,6,5,5,6,0.52
34162,8,1,6,4,5,6,6,7,4,3,7,8,3,7,2,7,5,3,9,6,0.57
34163,5,5,4,6,3,5,5,4,4,5,5,6,1,5,8,3,5,2,6,5,0.455
34164,4,2,4,2,5,6,4,6,6,7,3,4,9,4,3,6,5,0,3,6,0.45
34165,5,3,5,5,1,5,6,9,3,5,5,4,10,7,3,4,8,2,8,2,0.505
34166,3,6,7,5,6,3,7,6,1,2,6,8,4,4,3,8,2,5,3,5,0.46
34167,4,3,5,8,5,3,3,4,2,6,5,7,4,7,5,7,5,0,6,4,0.48
34168,9,2,1,4,4,7,6,2,4,4,7,6,2,1,4,7,5,3,9,7,0.46
34169,2,8,4,8,4,7,7,3,4,3,3,3,3,5,2,13,9,5,6,8,0.54
34170,6,2,9,5,5,4,8,1,9,4,4,3,3,3,4,7,2,9,1,4,0.48
34171,5,5,6,5,3,5,3,5,5,7,7,5,1,9,4,4,6,6,4,4,0.505
34172,5,5,4,5,5,8,2,1,4,10,1,5,4,8,2,5,6,4,7,9,0.53
34173,8,8,5,5,6,6,2,6,4,5,5,4,5,2,8,4,6,3,5,4,0.505
34174,7,7,5,4,2,7,6,1,6,5,1,10,2,6,3,3,9,8,4,3,0.515
34175,3,4,3,6,2,5,8,9,4,5,6,4,3,4,4,9,7,4,5,5,0.54
34176,6,5,11,8,6,5,5,9,2,4,4,4,5,4,7,2,3,6,5,4,0.5
34177,4,5,5,4,2,4,3,7,5,3,4,9,4,1,8,2,7,1,8,10,0.5
34178,9,4,7,10,9,5,6,5,3,3,5,5,3,7,4,4,3,4,7,6,0.55
34179,4,4,3,5,5,5,5,9,5,4,5,4,3,2,6,3,8,3,5,6,0.49
34180,7,6,4,4,3,5,6,6,5,5,9,9,3,6,4,9,7,5,9,4,0.61
34181,3,5,3,6,3,4,4,4,7,6,6,6,1,4,10,4,1,3,6,6,0.485
34182,8,5,4,6,7,6,5,4,9,7,6,4,2,7,7,4,3,3,10,6,0.615
34183,7,4,3,5,6,3,6,4,5,4,4,4,4,8,6,4,6,5,6,8,0.55
34184,4,5,5,7,4,4,1,4,5,3,8,1,4,3,9,5,4,6,9,6,0.465
34185,4,8,7,3,6,4,7,6,4,9,4,4,7,4,8,5,2,4,5,4,0.53
34186,5,4,6,7,5,4,9,4,6,7,6,7,3,3,4,4,5,6,4,4,0.525
34187,3,8,7,4,5,9,4,4,5,3,7,3,3,3,4,7,1,6,7,6,0.52
34188,5,5,7,5,10,10,7,8,5,3,3,3,4,3,5,4,7,3,3,6,0.555
34189,1,2,6,5,7,3,7,2,4,4,4,5,9,5,4,3,5,6,4,5,0.455
34190,4,5,2,6,6,4,5,3,5,3,3,6,8,6,7,6,5,7,3,7,0.505
34191,4,6,2,2,4,3,4,9,7,6,7,2,0,8,7,1,2,2,6,6,0.43
34192,5,4,7,3,5,8,5,3,4,5,9,3,5,5,7,7,5,2,7,4,0.525
34193,6,8,7,4,4,6,4,3,8,2,2,4,5,6,6,6,5,6,4,11,0.54
34194,5,3,2,4,5,4,1,3,3,4,4,4,5,5,6,4,5,3,4,10,0.41
34195,1,7,11,5,8,6,6,3,7,4,4,6,3,3,6,6,3,8,3,3,0.525
34196,11,6,7,6,5,8,5,4,5,5,10,6,7,10,5,8,6,4,4,4,0.64
34197,4,8,7,3,7,6,4,4,6,1,8,4,1,5,5,1,3,5,8,7,0.485
34198,8,4,7,4,4,4,4,7,5,6,3,3,3,6,3,7,5,11,5,6,0.545
34199,6,6,4,1,6,4,2,4,5,3,7,7,6,4,7,6,5,9,2,4,0.475
34200,2,7,2,5,7,1,2,4,6,4,7,4,6,6,1,5,6,3,2,7,0.44
34201,7,3,7,5,4,1,3,4,4,3,3,7,8,8,6,5,3,2,4,7,0.445
34202,4,2,4,5,1,4,8,7,8,6,4,5,3,4,9,1,6,4,3,4,0.435
34203,3,2,5,6,4,6,4,5,2,5,5,3,3,8,6,4,7,5,3,8,0.515
34204,5,7,7,8,6,6,2,3,10,5,6,6,5,6,2,5,5,2,4,5,0.535
34205,5,7,6,7,8,4,6,6,3,4,4,7,3,3,3,4,4,2,6,3,0.52
34206,6,8,7,3,6,8,3,4,8,2,6,6,5,7,8,6,2,6,6,3,0.58
34207,3,6,5,5,9,6,11,6,8,6,5,6,5,7,5,7,3,9,3,1,0.61
34208,6,2,6,7,2,4,2,4,4,7,5,4,9,3,7,9,3,9,2,3,0.51
34209,3,7,4,3,7,3,5,6,5,4,4,6,5,8,7,5,2,3,2,7,0.49
34210,6,5,5,8,2,3,7,3,3,4,2,8,3,3,3,7,6,6,7,7,0.485
34211,4,6,8,3,3,5,1,7,2,8,1,4,6,4,3,5,7,6,5,4,0.435
34212,7,4,6,3,4,5,4,7,6,6,4,8,3,4,8,4,2,4,4,4,0.48
34213,4,5,4,7,6,5,7,2,4,3,5,6,6,4,2,4,11,6,5,5,0.53
34214,4,3,4,5,4,3,3,6,7,5,2,7,3,7,6,5,6,5,8,4,0.465
34215,4,7,5,2,4,7,5,3,8,4,2,6,4,8,6,6,4,4,4,5,0.49
34216,5,10,4,8,1,5,4,6,2,2,4,4,5,7,5,5,9,1,4,7,0.5
34217,5,3,2,6,5,4,6,4,8,4,6,3,6,7,10,8,3,1,2,4,0.475
34218,3,5,7,1,1,5,1,3,2,7,6,7,5,5,6,9,5,4,3,5,0.43
34219,3,3,7,6,8,5,2,5,5,3,2,6,6,2,2,6,3,4,5,3,0.43
34220,5,3,4,4,6,4,7,3,4,7,6,6,8,8,4,0,12,6,8,5,0.56
34221,4,4,3,2,3,8,8,3,5,1,7,4,5,4,6,8,2,4,8,6,0.465
34222,3,5,4,5,4,3,7,3,5,8,7,10,5,4,3,2,3,8,4,3,0.48
34223,3,5,5,7,10,7,4,5,6,0,6,6,5,4,5,6,1,5,4,6,0.495
34224,4,5,5,6,4,5,2,11,5,6,3,4,5,6,4,4,4,6,5,5,0.505
34225,7,5,4,5,7,3,3,5,4,7,4,2,3,6,7,9,5,4,4,5,0.495
34226,8,5,6,4,3,5,9,4,2,5,5,8,6,4,5,2,6,5,4,7,0.55
34227,5,2,7,4,6,4,6,3,4,5,5,2,2,3,3,5,10,5,4,11,0.49
34228,11,3,4,3,2,4,5,3,8,7,5,6,7,1,4,7,2,6,5,4,0.465
34229,6,6,2,6,9,3,5,4,4,6,4,5,4,5,2,8,2,2,5,6,0.47
34230,2,3,2,2,6,3,5,4,3,4,3,7,3,3,6,2,6,6,3,3,0.365
34231,4,2,5,8,4,8,5,5,4,3,4,6,7,6,3,3,4,7,3,5,0.5
34232,6,6,3,8,5,8,6,6,1,5,7,6,8,6,4,7,7,3,6,2,0.575
34233,5,3,6,3,5,5,5,4,8,5,6,4,5,3,4,4,5,4,3,3,0.405
34234,4,7,3,8,4,3,2,6,5,7,4,5,5,6,5,8,2,4,4,2,0.515
34235,3,2,2,6,4,2,6,3,4,5,6,6,4,6,3,4,6,5,7,9,0.48
34236,4,2,2,3,4,4,6,5,4,9,10,3,5,5,9,4,4,6,4,5,0.5
34237,8,4,4,4,6,4,4,6,4,8,5,3,4,8,2,4,4,3,2,5,0.455
34238,4,3,2,5,4,7,4,9,9,3,3,3,10,9,2,3,5,3,7,2,0.49
34239,3,6,2,6,4,5,4,6,3,6,2,2,7,6,2,7,9,9,6,3,0.51
34240,3,3,4,3,6,2,4,3,4,9,6,5,5,5,3,7,4,7,7,2,0.485
34241,7,3,6,4,8,4,7,3,6,6,8,7,8,4,6,5,7,4,5,4,0.57
34242,7,2,10,8,10,2,6,1,3,8,3,6,2,8,3,4,3,4,6,4,0.555
34243,7,7,2,8,9,5,5,6,5,8,7,6,1,3,2,3,7,5,2,6,0.52
34244,4,6,8,4,2,7,5,5,7,8,5,3,1,7,4,7,4,5,5,6,0.535
34245,2,5,4,3,9,7,2,4,4,6,11,3,4,4,6,7,6,6,6,5,0.52
34246,6,3,2,5,4,8,5,5,6,5,2,6,5,4,5,5,4,8,4,4,0.49
34247,7,1,4,5,5,5,7,4,8,2,5,6,5,7,7,6,5,10,5,2,0.555
34248,3,8,3,4,3,5,3,6,6,7,3,7,5,7,9,6,4,1,4,3,0.475
34249,6,8,9,5,6,6,8,2,2,6,8,3,5,6,3,5,4,3,6,4,0.555
34250,6,6,5,3,5,5,2,5,3,3,3,3,3,7,11,6,9,1,4,2,0.485
34251,5,3,4,3,1,5,7,1,4,4,5,9,3,4,4,6,6,7,8,6,0.47
34252,2,6,8,3,9,5,6,5,5,4,5,4,5,4,2,2,5,4,5,8,0.475
34253,8,3,5,6,2,6,5,4,3,6,6,3,5,8,5,7,3,3,1,9,0.51
34254,5,4,3,8,4,6,5,8,2,7,1,5,3,5,1,3,7,8,9,7,0.505
34255,2,8,3,5,3,8,6,3,6,6,7,6,6,4,5,4,3,1,5,3,0.515
34256,1,8,5,5,7,7,6,3,4,4,3,5,3,5,5,4,6,4,5,4,0.445
34257,8,1,5,8,3,5,3,4,4,3,3,8,4,2,5,4,5,5,5,6,0.45
34258,1,5,4,5,5,4,3,10,7,7,8,11,3,10,5,4,7,3,6,6,0.58
34259,2,9,5,7,8,3,5,5,4,3,3,3,7,4,5,2,5,5,11,2,0.475
34260,5,4,3,4,7,4,6,6,5,3,8,4,4,6,7,4,4,8,7,9,0.565
34261,4,5,3,7,3,7,8,4,2,6,3,4,3,7,7,3,4,6,9,7,0.51
34262,7,5,3,6,4,4,5,3,6,8,7,6,4,5,4,1,5,5,2,4,0.49
34263,4,4,6,1,4,7,5,6,9,5,3,3,5,2,3,5,4,8,7,2,0.46
34264,3,5,7,10,4,3,6,3,0,2,2,2,1,2,1,7,4,12,5,1,0.39
34265,8,8,4,9,4,3,3,6,8,5,3,7,4,3,3,6,5,8,6,7,0.585
34266,4,1,5,8,5,6,8,6,4,8,7,1,7,5,4,6,4,6,9,8,0.595
34267,3,6,5,4,6,5,2,5,4,4,4,4,2,6,9,6,3,8,4,7,0.48
34268,5,3,6,5,6,5,1,11,3,4,2,6,9,3,4,6,8,6,5,5,0.525
34269,6,5,5,8,4,6,3,7,7,7,3,8,5,5,6,0,4,2,8,8,0.54
34270,3,6,3,8,4,2,8,5,4,4,7,5,3,6,7,4,3,4,7,4,0.465
34271,8,3,7,2,4,3,8,4,6,5,3,2,3,3,2,7,7,7,10,3,0.49
34272,5,6,7,3,1,6,4,4,5,9,6,4,4,3,5,0,2,7,5,5,0.435
34273,4,1,3,4,7,3,4,4,5,3,2,5,8,4,3,2,4,5,2,5,0.38
34274,5,3,8,5,5,8,7,5,4,8,3,7,6,6,2,3,5,3,8,5,0.555
34275,2,5,3,2,7,4,6,5,5,6,8,5,8,5,3,6,3,7,2,4,0.48
34276,3,8,2,6,8,6,5,5,8,5,4,7,3,5,9,4,6,5,8,3,0.585
34277,6,5,3,4,5,9,2,2,6,4,4,6,3,7,7,6,3,3,5,7,0.475
34278,7,5,5,4,6,0,2,5,4,4,2,3,5,4,3,4,1,5,7,3,0.415
34279,5,5,2,6,4,5,2,5,1,10,5,5,5,3,6,4,2,7,3,3,0.42
34280,7,7,7,4,5,6,1,7,5,6,6,4,6,3,9,8,3,5,4,4,0.54
34281,7,5,3,5,4,3,3,5,4,6,4,3,7,5,7,4,2,8,4,1,0.43
34282,4,5,7,3,4,5,3,9,6,5,4,6,2,9,4,6,6,2,2,7,0.495
34283,4,4,5,2,1,5,2,3,4,3,4,3,0,5,3,3,5,7,8,4,0.365
34284,4,5,7,3,3,3,4,4,9,8,4,4,5,7,4,10,5,8,6,6,0.57
34285,5,7,4,6,5,7,6,8,5,2,7,7,5,4,2,4,5,1,4,4,0.5
34286,6,3,5,3,8,3,6,4,7,3,6,6,4,6,5,7,6,5,6,7,0.555
34287,8,5,5,2,7,6,4,9,6,7,4,5,4,0,4,2,6,4,7,5,0.555
34288,5,6,2,3,8,5,7,4,4,4,4,5,3,3,4,3,9,8,3,3,0.48
34289,4,2,5,4,7,12,3,8,3,4,2,6,5,5,3,4,3,3,3,6,0.505
34290,4,7,4,7,9,5,10,5,5,6,8,2,7,7,4,3,5,5,5,5,0.575
34291,3,4,4,9,2,5,3,4,4,2,10,3,5,5,6,3,7,7,1,5,0.505
34292,1,1,3,3,6,5,6,1,9,2,7,4,7,3,6,8,1,6,4,2,0.42
34293,4,11,5,7,2,6,1,1,4,5,5,5,5,3,8,4,5,4,5,2,0.47
34294,8,3,3,2,7,8,5,7,10,8,1,10,5,2,5,7,7,7,4,4,0.595
34295,6,1,2,4,5,5,5,9,4,4,3,6,9,6,8,6,4,2,5,4,0.49
34296,5,2,3,5,6,2,5,3,6,7,6,0,3,3,2,3,5,6,7,2,0.395
34297,5,6,6,3,8,5,1,6,4,5,9,5,3,5,3,4,8,4,2,2,0.515
34298,3,5,8,3,1,6,4,5,4,7,6,3,5,3,6,4,6,3,8,4,0.45
34299,5,7,6,8,3,3,7,8,8,3,3,2,5,4,1,3,5,10,2,6,0.52
34300,4,5,4,5,8,6,4,10,6,6,4,10,6,3,5,5,3,5,6,4,0.57
34301,6,2,3,7,5,8,4,3,8,6,3,5,3,3,6,5,4,3,7,3,0.49
34302,6,4,5,5,7,4,4,5,1,8,4,3,7,6,4,1,5,5,3,4,0.45
34303,8,5,6,6,6,6,3,3,6,2,9,6,3,5,9,5,6,6,2,5,0.57
34304,5,4,5,7,5,4,3,8,5,3,6,3,6,3,4,4,8,3,4,3,0.48
34305,10,3,7,8,10,6,7,5,4,4,5,4,4,6,3,8,6,9,12,6,0.66
34306,4,8,7,4,5,5,4,4,4,1,5,3,3,2,5,3,6,6,3,7,0.44
34307,5,6,4,4,2,4,5,3,7,4,5,6,2,5,5,2,8,6,5,8,0.48
34308,4,4,3,3,7,9,7,6,2,11,4,4,5,2,3,6,6,0,3,7,0.48
34309,5,2,5,6,2,5,8,6,5,3,4,3,3,5,4,6,6,7,6,6,0.465
34310,4,2,7,4,3,5,5,5,2,3,4,4,5,5,6,6,8,2,4,6,0.425
34311,6,3,6,4,4,5,2,6,4,3,4,7,8,4,8,5,7,10,4,9,0.565
34312,2,5,7,1,6,2,5,6,5,8,4,4,6,10,4,7,3,2,7,3,0.485
34313,3,3,6,5,5,5,4,6,5,3,4,4,6,8,5,6,4,5,4,7,0.485
34314,6,2,6,4,8,4,4,5,7,8,3,5,6,8,5,6,7,7,6,6,0.595
34315,3,6,5,3,3,8,6,4,2,2,6,6,3,9,4,2,7,7,3,4,0.46
34316,2,5,5,9,3,3,4,12,8,5,6,5,7,6,5,5,4,6,5,8,0.615
34317,3,6,6,5,5,5,4,8,7,9,4,5,5,5,2,4,6,7,5,4,0.585
34318,4,4,6,2,6,5,3,8,4,9,6,3,7,5,3,7,3,4,8,0,0.51
34319,5,4,10,6,5,4,5,3,4,5,4,6,2,2,2,8,2,8,3,4,0.505
34320,5,6,6,4,9,0,5,3,4,2,5,8,6,2,4,6,5,5,11,3,0.485
34321,5,4,7,4,4,4,4,3,4,6,5,4,3,5,2,4,8,5,7,4,0.515
34322,4,7,7,4,3,1,3,5,6,6,6,7,5,5,3,8,9,5,6,4,0.535
34323,3,9,5,6,4,3,4,8,4,3,4,7,6,6,4,7,5,7,5,5,0.535
34324,5,6,4,13,3,8,9,10,4,4,5,6,3,7,7,6,8,4,3,4,0.63
34325,6,5,1,4,5,3,5,3,9,6,6,5,7,2,6,5,7,2,2,2,0.45
34326,3,3,5,7,6,4,6,5,5,9,5,3,3,4,5,6,10,5,3,4,0.505
34327,7,5,4,4,4,3,8,5,6,4,5,9,6,5,4,7,4,6,4,4,0.535
34328,2,8,6,6,4,4,8,8,6,5,7,6,2,6,4,5,2,2,6,5,0.51
34329,7,1,4,4,3,8,7,3,5,5,6,4,8,8,3,5,2,4,6,6,0.5
34330,3,3,6,2,3,6,5,6,4,8,4,4,7,3,9,1,6,8,6,5,0.52
34331,3,4,0,5,3,2,5,11,6,2,4,3,4,3,3,1,4,6,8,5,0.41
34332,0,7,4,4,4,2,6,4,2,4,5,4,5,2,1,3,5,6,4,2,0.36
34333,11,3,7,4,4,1,4,6,8,2,5,5,3,4,6,8,5,3,10,6,0.525
34334,5,5,4,4,4,4,5,3,5,3,4,4,2,2,8,4,8,5,10,3,0.485
34335,9,3,4,9,6,4,2,2,5,9,3,3,7,6,1,6,4,6,2,9,0.53
34336,7,3,3,5,4,6,5,4,3,5,4,6,8,5,5,2,6,4,6,6,0.465
34337,2,5,2,6,3,4,3,5,11,6,5,4,3,2,9,6,4,7,3,2,0.455
34338,5,5,6,4,9,9,6,7,6,5,6,5,4,4,4,8,5,4,4,3,0.55
34339,5,3,8,5,3,4,6,5,5,4,7,6,3,5,3,7,6,5,7,4,0.54
34340,9,5,1,11,3,2,6,4,3,8,1,7,3,5,6,5,4,6,6,10,0.5
34341,5,3,7,3,7,8,2,5,9,4,3,3,3,5,5,3,5,3,6,3,0.455
34342,3,5,9,2,3,7,3,5,3,2,2,4,2,2,6,6,5,4,7,5,0.4
34343,7,7,5,4,4,4,6,7,5,4,8,5,5,4,6,3,2,10,6,5,0.54
34344,9,3,5,2,4,2,5,2,5,5,3,7,8,4,6,2,4,5,3,3,0.44
34345,2,4,3,5,5,3,4,5,4,7,1,4,11,3,3,3,5,5,5,6,0.42
34346,2,5,3,2,2,5,5,5,2,4,6,8,4,4,6,3,8,5,8,5,0.435
34347,3,5,7,4,5,6,9,3,6,9,2,2,4,2,5,3,1,9,4,4,0.455
34348,1,3,4,5,1,4,5,4,5,9,6,6,3,3,5,4,10,5,4,5,0.515
34349,5,5,4,5,6,6,6,6,8,9,6,3,5,4,5,4,5,6,7,6,0.575
34350,9,6,4,9,3,1,9,3,6,4,4,8,2,4,2,8,9,3,6,7,0.56
34351,5,3,2,7,3,5,7,2,7,5,2,7,5,7,5,6,4,4,6,2,0.445
34352,8,2,6,7,3,5,3,4,8,3,8,5,3,3,5,3,2,8,11,7,0.525
34353,5,5,6,8,6,6,7,1,6,1,7,1,5,2,5,10,6,4,5,4,0.505
34354,4,7,3,7,4,5,4,1,3,4,5,7,4,2,8,3,6,7,2,6,0.455
34355,7,4,3,7,8,4,3,5,5,4,4,2,5,7,8,8,4,3,6,7,0.535
34356,6,6,4,1,6,5,3,6,3,4,6,3,4,8,3,7,5,3,8,5,0.48
34357,12,5,7,3,6,5,3,4,7,4,6,3,6,2,5,1,5,8,1,2,0.515
34358,3,4,8,5,4,3,3,7,3,4,6,6,7,6,9,4,5,3,5,2,0.485
34359,5,6,5,2,6,4,5,2,5,2,7,6,5,7,4,9,4,2,5,7,0.53
34360,7,0,3,2,3,5,3,2,2,4,5,8,7,3,7,5,5,4,5,5,0.405
34361,3,6,5,5,6,4,6,3,5,3,2,3,6,6,2,4,9,4,3,5,0.425
34362,6,0,7,8,7,3,3,2,4,6,5,5,6,7,3,6,4,7,9,2,0.505
34363,6,5,4,4,3,5,4,5,5,4,2,7,6,7,9,10,6,7,5,6,0.58
34364,7,10,4,4,4,4,6,3,6,3,5,5,5,4,5,5,4,4,5,4,0.475
34365,6,4,5,6,3,8,1,6,8,5,5,2,5,5,5,4,8,6,9,5,0.545
34366,5,4,5,3,4,7,6,4,7,5,5,5,4,3,8,3,6,3,3,5,0.46
34367,7,7,10,4,4,3,6,3,7,4,4,5,3,7,5,4,7,4,7,8,0.58
34368,6,10,5,3,4,3,2,5,5,8,3,3,5,3,3,6,3,3,3,9,0.44
34369,6,5,4,6,3,5,4,7,5,5,1,4,8,6,5,6,4,7,8,4,0.535
34370,7,5,2,6,3,8,3,5,2,5,6,5,7,3,7,7,6,6,6,5,0.55
34371,11,7,9,5,1,7,4,6,2,4,2,5,7,4,5,5,3,3,3,7,0.53
34372,6,5,3,5,6,6,4,5,4,5,8,5,7,6,7,6,4,5,3,6,0.545
34373,4,3,4,3,5,5,6,7,4,6,6,9,4,3,9,4,3,8,8,5,0.545
34374,1,4,5,2,7,1,9,2,8,2,4,4,3,4,6,3,4,3,2,4,0.38
34375,4,6,8,6,5,5,5,8,3,5,7,5,7,5,1,6,4,7,4,4,0.525
34376,3,5,5,2,4,7,5,6,2,4,7,7,3,7,4,6,4,8,3,9,0.505
34377,4,2,7,8,7,5,5,4,5,7,1,5,3,5,7,3,6,2,3,8,0.51
34378,5,4,3,3,6,5,5,7,2,8,4,3,6,4,3,2,2,4,3,7,0.41
34379,4,6,3,4,3,8,6,5,3,4,7,6,4,8,2,1,2,7,7,7,0.465
34380,2,5,4,5,4,7,4,5,3,4,6,6,10,3,6,6,5,4,4,4,0.475
34381,7,7,2,3,1,8,6,6,4,3,8,7,6,6,3,3,6,4,8,7,0.56
34382,7,5,5,6,3,8,3,5,5,2,2,3,5,6,5,8,6,7,4,5,0.505
34383,7,5,7,5,12,5,3,1,7,4,5,3,5,3,5,6,5,3,5,3,0.495
34384,5,3,4,8,2,4,5,6,4,5,6,5,3,5,5,6,5,8,3,3,0.52
34385,5,3,5,6,5,5,6,2,5,6,7,5,8,3,4,8,4,3,3,4,0.475
34386,2,4,7,2,5,6,3,4,5,2,9,6,6,6,5,4,8,6,6,4,0.495
34387,7,4,8,6,7,5,5,5,3,4,8,6,4,6,1,3,2,4,7,3,0.49
34388,4,5,8,7,10,4,6,7,7,6,5,6,4,6,6,6,6,6,7,5,0.605
34389,3,4,9,4,3,3,3,3,4,7,7,5,4,3,5,4,9,5,4,5,0.49
34390,7,6,9,6,7,4,5,3,6,5,2,4,3,7,7,4,8,4,9,8,0.58
34391,2,10,8,6,6,3,4,9,8,4,4,3,7,4,7,9,7,6,10,3,0.625
34392,6,7,7,9,5,2,3,6,3,3,7,5,5,7,4,14,2,6,6,3,0.58
34393,5,4,4,4,4,5,4,4,9,2,4,5,5,7,3,4,5,4,6,8,0.49
34394,4,6,6,5,6,2,4,2,8,7,3,11,4,6,2,5,3,1,5,9,0.515
34395,8,5,8,9,5,4,8,4,6,2,4,6,4,7,5,5,8,1,8,4,0.565
34396,4,6,4,3,6,6,6,3,3,4,3,7,5,8,5,9,6,5,5,3,0.505
34397,4,3,2,10,4,8,7,5,5,5,6,2,10,5,4,4,3,4,3,7,0.54
34398,7,2,5,3,4,2,6,3,5,8,2,3,10,4,2,7,6,4,6,4,0.46
34399,3,3,4,3,4,2,5,6,4,7,3,4,6,3,8,6,3,3,2,7,0.42
34400,4,7,5,7,3,4,8,1,3,9,3,8,8,3,3,3,2,9,3,4,0.475
34401,5,4,4,5,8,6,4,4,6,8,4,7,6,4,6,6,8,3,7,5,0.56
34402,6,8,5,3,7,5,4,6,3,7,6,5,4,6,5,4,3,3,4,9,0.52
34403,4,5,7,5,3,6,2,3,8,7,4,4,7,2,4,7,8,5,2,6,0.54
34404,3,6,5,3,4,5,4,6,5,2,4,4,5,10,3,6,6,3,7,7,0.49
34405,5,6,6,4,4,4,4,5,9,6,4,5,7,4,5,7,7,4,5,5,0.545
34406,6,5,4,3,7,2,8,8,5,6,3,2,4,7,1,7,4,2,8,9,0.525
34407,6,0,2,10,3,4,3,3,7,9,4,5,1,8,3,2,4,1,10,9,0.47
34408,4,4,4,4,3,6,2,5,7,6,4,7,5,6,4,5,3,6,8,6,0.495
34409,7,5,8,2,5,5,4,7,3,5,3,6,4,6,8,3,2,2,6,4,0.47
34410,4,5,4,5,5,6,4,7,1,7,9,4,4,4,3,2,6,4,3,6,0.48
34411,5,5,3,4,4,8,2,1,3,5,4,3,6,5,6,2,6,2,5,3,0.405
34412,7,5,3,5,3,3,4,4,5,9,6,6,3,8,2,6,7,6,3,3,0.485
34413,5,3,6,4,6,2,4,4,3,8,4,7,4,3,4,5,4,4,7,5,0.445
34414,6,3,4,4,8,2,4,7,4,3,6,5,6,2,3,10,4,8,3,4,0.49
34415,7,5,3,2,4,4,4,7,8,8,5,3,8,6,6,5,7,4,4,7,0.54
34416,3,6,8,5,4,4,6,5,1,4,6,6,0,3,4,5,0,5,3,3,0.395
34417,3,5,6,6,5,7,5,6,4,5,3,4,8,5,6,5,7,2,5,4,0.505
34418,4,7,5,5,3,6,3,6,6,2,4,3,2,5,1,5,7,4,5,1,0.42
34419,3,7,4,5,5,4,8,2,2,4,5,5,3,7,4,1,6,4,8,5,0.455
34420,6,7,3,3,4,4,4,8,7,6,2,3,8,4,3,4,5,6,6,1,0.49
34421,4,7,3,4,3,1,7,2,4,1,3,5,1,9,5,7,7,6,4,7,0.46
34422,3,9,1,4,6,12,3,7,5,6,6,6,3,4,3,4,2,4,5,2,0.47
34423,7,4,1,9,3,6,4,6,6,3,7,7,4,5,3,5,4,4,4,5,0.485
34424,5,6,7,6,4,5,8,2,3,4,9,4,3,6,3,5,3,5,2,7,0.475
34425,7,11,3,3,3,3,8,4,4,6,4,3,7,8,6,3,5,3,6,3,0.555
34426,7,5,4,7,7,2,8,5,3,5,6,3,6,3,8,5,5,6,2,1,0.475
34427,4,4,8,6,1,1,3,10,6,8,9,7,5,6,6,6,6,2,7,4,0.55
34428,5,6,4,6,5,4,6,5,4,10,3,4,5,10,5,4,6,7,5,7,0.585
34429,8,4,4,5,8,6,4,3,8,4,5,4,6,4,9,1,5,1,6,4,0.495
34430,6,6,4,5,2,4,6,4,8,4,5,5,5,2,5,6,6,5,7,1,0.49
34431,3,4,8,3,4,8,4,5,3,3,6,3,6,7,4,3,6,7,2,7,0.48
34432,6,5,4,8,7,5,9,4,7,2,4,2,7,7,4,6,6,5,1,6,0.545
34433,5,4,2,5,4,2,8,5,9,7,10,8,5,4,4,5,7,5,3,3,0.55
34434,2,2,3,6,4,4,5,6,2,8,7,5,6,4,8,3,5,6,6,5,0.485
34435,3,2,9,5,4,7,6,6,5,5,5,3,4,3,3,5,2,5,5,6,0.51
34436,1,5,6,3,4,3,4,5,5,4,5,3,7,7,8,5,3,6,1,10,0.47
34437,4,3,7,7,3,5,1,3,4,5,6,5,5,2,7,3,6,4,9,5,0.515
34438,6,9,2,6,8,4,7,5,5,4,6,5,4,6,5,5,6,7,3,4,0.56
34439,3,3,3,7,7,5,4,2,8,3,4,6,6,6,10,6,5,6,7,4,0.535
34440,4,5,7,7,4,6,3,7,5,5,5,7,9,8,7,3,7,5,8,5,0.605
34441,6,4,6,1,6,3,6,7,4,3,3,4,6,12,3,4,4,3,2,3,0.435
34442,6,4,2,3,1,6,6,4,5,4,5,8,10,4,5,5,4,5,5,5,0.475
34443,1,7,7,7,5,7,3,2,7,3,5,6,5,5,7,7,7,3,4,8,0.555
